🌸西八台灣啟示錄頻道,#genre#
"獵虎行動懸賞一人一千萬 囂張薛球連軍隊金庫都敢搶／縱虎歸山要犯竟交保 綁架台中市副議長誤會一場／獵虎行動懸賞一人一千萬 偷渡大陸自拍光碟隔海恐嚇【台灣啟示錄 全集】20191215｜洪培翔",https://www.youtube.com/watch?v=Xu3cewwheAg
"爸爸把媽媽的頭拿下來 讓你意想不到的真相竟然是…【台灣啟示錄 全集】20191208｜洪培翔",https://www.youtube.com/watch?v=usarUtcnkHA
"連七次殺夫 為何非要老公死／假車禍 偷縱火 注蛇毒 雇殺手／醉夫家暴忍無可忍 判無期徒刑【台灣啟示錄 全集】20191201",https://www.youtube.com/watch?v=A4arHT2zpk0
"十大未解懸案 台版藍可兒／彰化母女走出電梯憑空消失／少女離奇墜樓 母親追兇討公道【台灣啟示錄 全集】20191124",https://www.youtube.com/watch?v=tJ-6Q0Fvk5I
"開計程車犯案 性侵殺人棄屍／台北之狼才落網 士林之狼又出沒／連續殺人搶劫 警察妻也受害【台灣啟示錄 全集】20191117",https://www.youtube.com/watch?v=sWPbgDMkFD0
"【台灣啟示錄 全集】20191110 台灣民航史首起劫機空難 45年後解密駕駛艙驚人真相／秦漢大哥孫祥輝壯烈殉國 航太博士不信鬼神夢境卻無法解釋｜洪培翔",https://www.youtube.com/watch?v=w_tSlPNgCvI
"【台灣啟示錄 全集】20191103 連續四起殺警奪槍預謀更大案／警政署長隨扈警槍殺自己人／槍決前喊冤只借警槍沒殺警｜洪培翔",https://www.youtube.com/watch?v=C7SQeJrCDFo
"【台灣啟示錄 全集】20191027 陳同佳出獄引爆兩岸政治角力／香港百億富商在台遭綁天價贖金三億｜洪培翔",https://www.youtube.com/watch?v=tIwEvqkWqTI
"【台灣啟示錄 全集】20191020 西門之狼扮星探 性侵少女數十人／姿蓉遭下藥誘拐 哥哥找你十五年了 ｜洪培翔",https://www.youtube.com/watch?v=ZGhfdLvOcn0
"【台灣啟示錄 全集】20191013 大起大落台灣賭神傳奇 擊敗莊家他靠一本書翻身｜洪培翔",https://www.youtube.com/watch?v=h9dBBpd-Xco
"【台灣啟示錄 全集】20190922 戴姐的名冊驚見名模天后 美女調查官破跨國賣淫／台灣美女調查官勇闖聯邦調查局黃磚道｜洪培翔",https://www.youtube.com/watch?v=5iG-dJdVd3M
"【台灣啟示錄 全集】20190915 陳進興怎麼變成陳進興 罪人遺書的獄中最後告白｜洪培翔",https://www.youtube.com/watch?v=1FwTL9n0H7Q
"【台灣啟示錄 全集】20190908 死在懷裡的同袍情／幼稚園火燒車痛失愛子／長槍狙擊侯友宜｜洪培翔",https://www.youtube.com/watch?v=-S0oTLPK75c
"【台灣啟示錄 全集】20190901 死刑犯逃獄史上最離譜／他怎麼逃的？你絕對想不到／白案藏鏡人？提供炸彈綁人質？｜洪培翔",https://www.youtube.com/watch?v=fU4QDnKZbRs
"【台灣啟示錄 全集】20190825 十大槍擊要犯 最狠小馬哥「只」排第三／他的貼身保鑣 十大槍擊要犯排第五／槍戰前一刻 陪子念書ㄅㄆㄇ｜洪培翔",https://www.youtube.com/watch?v=3trGkYGTw24
"【台灣啟示錄 全集】20190818 井口真理子命案震驚台日／井口真理子是他殺的？｜洪培翔",https://www.youtube.com/watch?v=SEaNXLWGJc0
"【台灣啟示錄 全集】20190811 是誰殺了女明星湛蓉 神秘顏姓小開 人間蒸發｜洪培翔",https://www.youtube.com/watch?v=3_4UMEDwR94
"【台灣啟示錄 全集】20190804 八八風災十週年／韓國瑜內外交迫的難題／排隊爆料大菜還沒上？｜洪培翔",https://www.youtube.com/watch?v=zma3Ppq7Zkk
"【台灣啟示錄 全集】20190728 台美混血殺手美國博仔／火力驚人首次使用震撼彈｜洪培翔",https://www.youtube.com/watch?v=YKft2ueLSgY
"【台灣啟示錄 全集】20190721 台風力抗韓流90天全紀錄",https://www.youtube.com/watch?v=TA-LiK0BfPs
"【台灣啟示錄 全集】20190714 挑戰世界第一聖母峰／零下60度我要活下去",https://www.youtube.com/watch?v=orujOyoAXGA
"【台灣啟示錄 全集】20190707 鬼見愁狙殺手段如電影／連闖八關成功越獄",https://www.youtube.com/watch?v=EZvBUcgqCYw
"【台灣啟示錄 全集】20190630 五常街巷戰大圍捕／治安史上黑暗一頁／南非武官挾持事件",https://www.youtube.com/watch?v=kX8eadIT3GU
"【台灣啟示錄 全集】20190623 時速三百公里的高鐵炸彈／恐嚇信揚言炸毀台北101",https://www.youtube.com/watch?v=noo-c4Wn7j8
"【台灣啟示錄 全集】20190616 單挑天道盟 江湖大火拚 黑白兩道懸賞黑牛追緝令",https://www.youtube.com/watch?v=4DdIFzCKuoQ
"【台灣啟示錄 全集】20190609 媽媽請你不通痛／聽他說青天白日勳章的故事",https://www.youtube.com/watch?v=KjKIQo5LV_k
"【台灣啟示錄 全集】20190512 圍捕殺警惡龍陳新發 慘烈！轟光信義分局子彈",https://www.youtube.com/watch?v=QzsVZ-7Zqic
"【台灣啟示錄 全集】20190602 首都火力展示給誰看／韓流席捲 一度自嘆邊緣化",https://www.youtube.com/watch?v=MMbs8dwmbFU
"【台灣啟示錄 全集】20190526 直擊天下第一所／死牢刑場之禁忌傳說",https://www.youtube.com/watch?v=zchXAX_v92Q
"【台灣啟示錄 全集】20190519 黑手小郭打天下／鴻海帝國的成吉思汗",https://www.youtube.com/watch?v=oOLF9n7P_bo
"【台灣啟示錄 全集】20190505 劉邦友官邸血案 冷案重啟 緝凶無期／詛咒？涉案者非死即傷？",https://www.youtube.com/watch?v=mM5NAUpEQkA
"【台灣啟示錄 全集】20190428 驚悚對峙21小時／毒品通緝犯挾持男大生",https://www.youtube.com/watch?v=KZln8zquG-I
"【台灣啟示錄 全集】20190421 當韓國瑜遇上郭台銘 老鼠果真拖出大老虎…",https://www.youtube.com/watch?v=HMkPNjaAP0k
"【台灣啟示錄 全集】20190407 香港百億富商在台遭綁架／台灣刑警香港出任務",https://www.youtube.com/watch?v=razNAqov_ng
"【台灣啟示錄 全集】20190331 台灣首起連續隨機殺人案／奪命飛刀手吳新華／刑場史上最詭異五槍才伏法",https://www.youtube.com/watch?v=RcBO92smDb4
"【台灣啟示錄 全集】20190324 焚化爐裡的祕密 洪若潭滅門懸案",https://www.youtube.com/watch?v=I6ZLdT36RnM
"【台灣啟示錄 全集】20190310 南漂高雄藍寶石的那些年／警史上最悲慘的一日",https://www.youtube.com/watch?v=nlehc7kwbVY
"【台灣啟示錄 全集】20190224 除夕燒死6至親 死囚翁仁賢伏法伏法前一度拒麻醉 嗆追殺幾輪迴",https://www.youtube.com/watch?v=covo7K1vmNs
"【台灣啟示錄 全集】20190217 蘭嶼護理師撫卹案大逆轉！ 冷血公文！冒險犯難請補正...",https://www.youtube.com/watch?v=MKPG436gTbE
"【台灣啟示錄 全集】20190210 英雄本色之台灣真實版 十大槍擊要犯 行動軍火庫",https://www.youtube.com/watch?v=iJ-Btcy2X5c
"【台灣啟示錄 全集】20190127 韓國瑜的夜襲精神與奮進人生／北柯南韓終須一戰？／搶菜攤丟江山的內幕／一手爛牌拚梭哈",https://www.youtube.com/watch?v=LNZrmb6RrjQ
"【台灣啟示錄 全集】20190120 肉圓沒加辣！怒打妻兒／現代山頂洞人",https://www.youtube.com/watch?v=JUnu1om92-s
"【台灣啟示錄 全集】20190113 絕命引爆倒數七小時／更生人的燈塔",https://www.youtube.com/watch?v=AratTBxF7-k
"【台灣啟示錄 全集】20190106 穿牆大盜智破金庫 檢察官讚嘆完美竊案／消失的七千萬之謎",https://www.youtube.com/watch?v=yq9ic-k6lyc
"【台灣啟示錄 全集】20181230 花蓮密室殺五子懸案／還原相機已刪檔案看見了...／媽媽跟在警官背後有話說？",https://www.youtube.com/watch?v=_9TCqozriT0
"【台灣啟示錄 全集】20181223 神力女超人的眼淚 韓國瑜背後的三個女人／韓國瑜和李佳芬的愛情故事",https://www.youtube.com/watch?v=qvjFxrC2O3k
"【台灣啟示錄 全集】20181216 衛爾康舊址曬地除厄求售／火燒城陰魂不散",https://www.youtube.com/watch?v=GtuZZND-1eA
"【台灣啟示錄 全集】20181202 賣菜郎當選市長第一週／韓國瑜和李佳芬的愛情故事／被政治耽擱的搞笑藝人",https://www.youtube.com/watch?v=J3tP4o056Lw
"【@ebcapocalypse 全集】20181125 賣菜郎韓國瑜的韓流奇蹟｜洪培翔",https://www.youtube.com/watch?v=rtz0U6oXQcc
"【台灣啟示錄 全集】20181111 國民學姊來了／史上最強網紅市長／甜美菜鳥助選員",https://www.youtube.com/watch?v=NJXs8YQkYwk
"《周處除三害》神經仔專殺黑幫老大／避走海外再犯滅門血案／冷面殺手黑道輓歌【台灣啟示錄 全集】20181028",https://www.youtube.com/watch?v=K_T8F4CM3Do
"台灣啟示錄 全集20180930 教授墜谷32小時／打造植物諾亞方舟／當科學家遇見宗教家",https://www.youtube.com/watch?v=3-rQk-VqqZc
"台灣啟示錄 全集20180916 跟在警官背後的冤魂／奪命鴛鴦殘忍弒母／請示城隍爺釋放亡魂／到底著了什麼魔？！",https://www.youtube.com/watch?v=CiaMm0eDjrc
"台灣啟示錄 全集20180909 不可思議破案實錄／通靈神探就是他／縫紉女工創塑身衣王國",https://www.youtube.com/watch?v=ELfYxQmnmjg
"台灣啟示錄 全集20180902 逃出火燒島第一人／太平洋上的綠寶石",https://www.youtube.com/watch?v=BvdAT0w_634
"台灣啟示錄 全集20180819 禿鷹盤旋 47天奇蹟生還／海盜叫我阿古力 煉獄一六七一天",https://www.youtube.com/watch?v=Pj3ad3ILnfQ
"台灣啟示錄 全集20180812 鐵道怪客之百年奇案／誰在搞軌？！喊冤拼再審？！",https://www.youtube.com/watch?v=HbWAtLgNkXg
"台灣啟示錄 全集20180805 人質撕票倒數計時／跨國綁架命懸一線／組織小對親上火線",https://www.youtube.com/watch?v=TPQcjP1ZXnw
"台灣啟示錄 全集20180722 年輕女孩生死學／往生者教會她的事",https://www.youtube.com/watch?v=sEtOgwaXQW4
"台灣啟示錄 全集20180715 搶銀行就為奢華享樂？！／警界高層之子風流炫富／六囚奪槍疑雲驚爆14小時",https://www.youtube.com/watch?v=EjADCLDvgM0
"台灣啟示錄 全集20180708 決不放棄追兇三十年／刑求逼供關鍵影帶曝光／史上最久死囚羈押三十年",https://www.youtube.com/watch?v=qksOUigsRbs
"台灣啟示錄 全集20180701 當紅女星閃嫁豪門／史上最狡猾綁匪／胡關寶與四大懸案／胡關寶死牢求生／軍事高材生誤入歧途",https://www.youtube.com/watch?v=1beiy1NZ4w8
"[Private video]",https://www.youtube.com/watch?v=GO-z4XhBgDU
"台灣啟示錄 全集20180617 為陌生人掉眼淚 叛逆少女送行者／通靈師姐說天語？！國姓爺顯靈解恩怨？！",https://www.youtube.com/watch?v=auI8JgEC8NE
"台灣啟示錄 全集20180527 獵龍行動 史上最狂綁架集團／警匪駁火三千發／逃亡十年狡兔多窟／破天荒裝甲車震撼攻堅／鐵牢苦讀拿筆不拿槍／圍捕攻堅全面進化",https://www.youtube.com/watch?v=3-EporU5Cac
"台灣啟示錄 全集20180520 麥寮借屍還魂？神祕證人現身 獨家專訪「她」每年回金門？",https://www.youtube.com/watch?v=unp2nHkmtBM
"台灣啟示錄 全集20180513 太陽神之子用光發電／台灣海峽的綠金寶藏／德國邁向非核家園／台灣學習新燃煤科技",https://www.youtube.com/watch?v=iWcqszpQIbw
"台灣啟示錄 全集20180506 非典型政治人物侯友宜 死在懷裡的同袍情／幼稚園火燒車痛失愛子／是誰槍擊了正副總統",https://www.youtube.com/watch?v=uDnAHuIkA3A
"台灣啟示錄 全集20180422 我在伊拉克賣水塔 台青勇闖天下／發現下一個杜拜／兵臨城下 富貴險中求／走出去人生不留白",https://www.youtube.com/watch?v=JVtutGZTyAQ
"台灣啟示錄 全集20180415 治安史上黑暗一頁 破天荒電視實況轉播／最漫長的一夜 南非武官挾持事件",https://www.youtube.com/watch?v=KfKmrNkHtH8
"台灣啟示錄 全集20180318 拔警行動 有內鬼？刑警染黑 強盜軍師／槍擊要犯番薯仔 血掌印火力強大",https://www.youtube.com/watch?v=xzia-0w0ADM
"台灣啟示錄 全集20180325 黃媽媽的追兇之路 插在心上的那根鋼針／神秘證人終於出現了",https://www.youtube.com/watch?v=JuDErD_l73s
"台灣啟示錄 全集20180311 佛心來的良心船東 尚青海鮮 現撈現賣／遠洋討海 與海搏命／想家 印尼海味美食",https://www.youtube.com/watch?v=lZBUj-cAp8I
"台灣啟示錄 全集20180304 神鬼交鋒 惡警刑求 冤案纏身／走過監獄生死鬥 復仇的三十三種方法",https://www.youtube.com/watch?v=tTC0eifBHLM
"台灣啟示錄 全集20180225 與神同行 終極審判",https://www.youtube.com/watch?v=ngW-p5N6KAg
"台灣啟示錄 全集20180218 懷念的團圓飯 快樂嬤上年菜啦",https://www.youtube.com/watch?v=IVPaCTn6l3o
"台灣啟示錄 全集20180211 黑色二月六日 七級強震撼花蓮",https://www.youtube.com/watch?v=MJu7n4nOriE
"台灣啟示錄 全集20180121 瞞天過海的秘密 2億珠寶不翼而飛／寶石獵人深入險地 揭開血鑽石的秘密",https://www.youtube.com/watch?v=T2x8HNhuD6Y
"台灣啟示錄 全集20180114 與神同行的23分鐘，尋找救命恩人！",https://www.youtube.com/watch?v=e6_xoFbNYvo
"台灣啟示錄 全集20180107 寫信給金正恩 瘋狂蝦夫 勇闖北韓／台灣龍蝦王傳奇 我在墾丁天氣晴",https://www.youtube.com/watch?v=-j41pJkvfFI
"台灣啟示錄 全集20171112 我和我的獄友們 關押不住的犯罪天才／愛上一個黑道大哥",https://www.youtube.com/watch?v=v90qGITq8Aw
"台灣啟示錄 全集20171029 密室刑求 屈打不成招／虎死留皮 人死留名 無罪的罪人 蘇炳坤",https://www.youtube.com/watch?v=WIM_hGGMyYU
"台灣啟示錄 全集20171022 禮儀師的日常、王昊條款用命換來",https://www.youtube.com/watch?v=CjssRemP8LE
"台灣啟示錄 全集20171015 神明指點辦案 通靈神探破冷案！",https://www.youtube.com/watch?v=hDtIjN4BoQ4
"台灣啟示錄 全集20171001 你所不知道的館長！",https://www.youtube.com/watch?v=CEU7JB_pkvE
"台灣啟示錄 全集20170924 賴神接閣揆，一生監督你一人！",https://www.youtube.com/watch?v=PtTLGfTnYv8
"台灣啟示錄 全集20170917 黑夜送行者，冬瓜父子情！",https://www.youtube.com/watch?v=nuNft-Pwy6Y
"台灣啟示錄 全集20170910 被賣到台北的女孩們 從紅牌小姐到媽媽桑／林森北路走透透 愛上酒店的牧師",https://www.youtube.com/watch?v=Xl98PBYYyJY
"台灣啟示錄 全集 20170827 謎樣謝依涵 逃過一死的真相",https://www.youtube.com/watch?v=Dd0zH8b-hEM
"台灣啟示錄 全集 20170723「血染警徽的悲歌，警察要尊嚴要安全！」",https://www.youtube.com/watch?v=LlQ4glUGrlc
"台灣啟示錄 全集 20170709 舉頭三尺真的有神明？！ 當科學家遇見宗教家",https://www.youtube.com/watch?v=QNMX2jt9ylA
"台灣啟示錄 全集 20170702 地瓜勇媽不能倒 母子三人以車為家",https://www.youtube.com/watch?v=_ld2XAEuKok
"台灣啟示錄 全集20170618「八仙塵爆兩週年，鬥士浴火重生！」",https://www.youtube.com/watch?v=_YA5eqZLRHA
"台灣啟示錄 全集20170611 「做工人的心聲！菜鳥監工與大嫂」",https://www.youtube.com/watch?v=ShGMsGGwUQU
"台灣啟示錄 全集20170605 「空姐轉行律師，肇逃修法推手！」",https://www.youtube.com/watch?v=lK8OB13YQ8I
"台灣啟示錄 全集20170513 東京著衣過後...，周品均再創品牌！/愛心剪刀手，新竹隋棠義剪送暖！",https://www.youtube.com/watch?v=szPi447_5-s
"台灣啟示錄 全集20170508 - 竹聯殺手收刀入鞘，黑道變傳道！",https://www.youtube.com/watch?v=yygDlOvzwEo
"台灣啟示錄 全集20170423 -1.368坪的死牢等待！徐自強的無罪之路！",https://www.youtube.com/watch?v=jxIsnMLBjJE
"台灣啟示錄 全集20170319 - 視覺衝擊讀心術！台版大衛考菲特？/ 探險陰森禁地，神秘東海古堡",https://www.youtube.com/watch?v=7P-CGHaWNI0
"台灣啟示錄 全集20160515 -「漸凍人生又怎樣，自己的人生自己扛」",https://www.youtube.com/watch?v=p1fiFFeoZyA
"台灣啟示錄 全集 20160605 - 蔡亞青「正妹返鄉剝蚵，孝順遭酸沒出息！」",https://www.youtube.com/watch?v=aPQfwpd-RdI
"廟會陣頭迷途少女，重獲自信鼓動人生！ 1050612",https://www.youtube.com/watch?v=iQkcsGjAe6c
"台灣啟示錄 全集20160626 -「客家妹陳明珠，總統就職「嬌」點！",https://www.youtube.com/watch?v=WL7ZLemFhlw
"最熟悉的陌生人，我的失憶醫師老公！ - 台灣啟示錄 全集 20160529",https://www.youtube.com/watch?v=xZOnd97Efro
"台灣啟示錄 全集20160710 -「嬌小正妹瘋攀登，中亞冰河墜落記」",https://www.youtube.com/watch?v=MsgmI4A7ckg
"「從戰火到炭火，中東貴婦逃難記！」- 台灣啟示錄 全集20160717",https://www.youtube.com/watch?v=1Nodm0kzEig
"台灣啟示錄 全集20160904 -「17歲少女棄醫生夢，當送行者扛家計」",https://www.youtube.com/watch?v=CXaI4_7Y0FQ
"台灣啟示錄 全集20160925 -「恐怖軍監暴動48小時，薰蛇出洞逃出生天」",https://www.youtube.com/watch?v=e1qmkpSQ6jY
"台灣啟示錄 全集20161219 - 智利媳婦為愛走天涯 全台唯一的阿兜仔廟婆",https://www.youtube.com/watch?v=57Q7RBagMrc
"台灣啟示錄 全集20161211 - 「美女記者抗癌日記，三十歲的生日禮物」",https://www.youtube.com/watch?v=M8bdCTG6qm4
"台灣啟示錄 全集20161204 -「興航解散黑盒子，機師現身說法」",https://www.youtube.com/watch?v=0cWnK9hRCLQ
"台灣啟示錄 全集20161120-郭正利 旅遊大亨投資失利，盼麻油雞翻轉人生！",https://www.youtube.com/watch?v=Zw4Ts0xPHog
"台灣啟示錄 全集20161106「瞞天過海一銀盜領案，鬥智鬥力破案實錄」",https://www.youtube.com/watch?v=qR6Bu9PbXUI
"台灣啟示錄 全集20161030 -「索馬利亞怒海劫，海盜綁架近5年獲釋」",https://www.youtube.com/watch?v=ppu1FMxmQ9c
"台灣啟示錄 全集20161016 -「超瘋狂保衛地球夢，無敵鐵金鋼隱身南投？！」",https://www.youtube.com/watch?v=hRT38CFCMxE
"台灣啟示錄20170212 - 與空難擦肩過後 決定人生這樣過",https://www.youtube.com/watch?v=gd0oMEttrpI
"台灣啟示錄 全集20170108 -「怒海劫真實版，沈瑞章揭秘煉獄1671天」",https://www.youtube.com/watch?v=g4HdxN6lLbc
