📻西八精選音樂頻道,#genre#
"Tie a Yellow Ribbon Round the Ole Loak Tree 繫條黃絲帶在老橡樹上 / Tony Orlando & Dawn [ 中英歌詞 ]",https://www.youtube.com/watch?v=HzLA14sQh0o
"More Than I Can Say 愛你在心口難開 [ 經典抒情金曲 ] / Sammy Kershaw [ 中英歌詞 ]",https://www.youtube.com/watch?v=OcooZJvSwCM
"You Are the Reason 你是我存在的理由 [ 西洋流行金曲 ] / Calum Scott & Leona Lewis [ 中英歌詞 ]",https://www.youtube.com/watch?v=0_WCpkDaTsM
"You Can Do Magic 擋不住的魅力[ 經典西洋金曲 ] / America 美國合唱團 [ 中英歌詞 ]",https://www.youtube.com/watch?v=9qTwPBVW6eQ
"Going Back Home Again 歸鄉 [ 西洋廣告歌曲 ] / Jon Mark [ 中英歌詞 ]",https://www.youtube.com/watch?v=qltAdbxz8wU
"I'd Really Love To See You Tonight 今晚我真的很想見你 [ 經典抒情金曲 ] / England Dan & John Ford Coley [ 中英歌詞 ]",https://www.youtube.com/watch?v=QoLgYegvjNs
"It Might Be You 應該是你 [ 西洋電影主題曲 ] / Stephen Bishop [ 中英歌詞 ]",https://www.youtube.com/watch?v=p4SZIzyZl78
"Kiss On My List 想得到你的吻 [ 經典懷舊舞曲 ] / Hall & Oats [ 中英歌詞 ]",https://www.youtube.com/watch?v=-HdVJEZ10GQ
"All About Lovin' You 全心全意愛著你 [ 經典搖滾抒情金曲 ] / Bon Jovi [ 中英歌詞 ]",https://www.youtube.com/watch?v=bIKfJgq-tjM
"Say You, Say Me 一起談心 [ 西洋電影主題曲 ] / Lionel RicLhie [中英歌詞 ]",https://www.youtube.com/watch?v=6-bQXE5qijQ
"Remember When 還記得當時 [ 經典鄉村冠軍曲 ] / Alan Jackson [ 中英歌詞 ]",https://www.youtube.com/watch?v=0zr2-rvg97Q
"Do You Believe in Love 是否相信愛情 [ 經典懷舊舞曲 ] / Huey Lewis and the News [ 中英歌詞 ]",https://www.youtube.com/watch?v=y2crZ_bvSs0
"Don't Worry 別擔心 [ 經典懷舊Disco舞曲 ] / Modern Talking [ 中英歌詞 ]",https://www.youtube.com/watch?v=Y1j2eBxBDW8
"I.O.I.O. 失戀的聲音 [ 經典懷舊舞曲 ] / Bee Gees [ 中英歌詞 ]",https://www.youtube.com/watch?v=x-TW1LI8ezc
"( I Just ) Died in Your Arms 情願在你懷裡不醒 [ 西洋搖滾情歌 ] / Cutting Crew [ 中英歌詞 ]",https://www.youtube.com/watch?v=CGMITC6ED5M
"We're All Alone 我倆都孤獨 [ 西洋經典金曲 ] / Boz Scaggs [ 中英歌詞 ]",https://www.youtube.com/watch?v=XLG6wQ1e1v0
"I'm Alive 為愛而活 [ 西洋流行金曲 ] / Celine Dion [ 中英歌詞 ]",https://www.youtube.com/watch?v=uP_j-CJY5YY
"There's a kind of Hush 愛的細語 [ 木匠兄妹金曲 ] / Carpenters [ 中英歌詞 ]",https://www.youtube.com/watch?v=Sfp2_BwJ7M8
"If 如果 [ 經典抒情金曲 ] / Bread [ 中英歌詞 ]",https://www.youtube.com/watch?v=Pnnq2E6ugXw
"Making Love Out of Nothing At All 莫名的愛 [ 經典抒情金曲 ] / Air Supply [ 中英歌詞 ]",https://www.youtube.com/watch?v=DTDn_Inzhng
"Longer 永恆 [ 經典抒情金曲 ] / Dan Fogelberg [ 中英歌詞 ]",https://www.youtube.com/watch?v=JIdLtUumMhc
"Feelings 情懷 [ 西洋浪漫抒情曲 ] / Morris Albert [ 中英歌詞 ]",https://www.youtube.com/watch?v=TyzEt1waSLc
"I'd Love You to Want Me 但願你需要我 [ 經典抒情金曲 ] / Lobo [ 中英歌詞 ]",https://www.youtube.com/watch?v=egshBAkRKhQ
"Leaving On a Jet Plane 搭機離開 [ 西洋電影主題曲 ] / John Denver [ 中英歌詞 ]",https://www.youtube.com/watch?v=3GZrUzBPBEI
"Butterfly 蝴蝶飛舞 [ 經典懷舊舞曲 ] / Smile.dk [ 中英歌詞 ]",https://www.youtube.com/watch?v=pj1V8kWP5LQ
"I Don't Want To Talk About It 不想多說 [ 經典抒情金曲 ] / Rod Stewart [ 中英歌詞 ]",https://www.youtube.com/watch?v=gP42GBrm6Vo
"Music 音樂 [ 西洋浪漫抒情曲 ] / F.R.David [ 中英歌詞 ]",https://www.youtube.com/watch?v=_5PvsvwCrzU
"Missing You 想念你 [ 西洋流行金曲 ] / John Waite [ 中英歌詞 ]",https://www.youtube.com/watch?v=qLTMkKfNb3c
"Take Me Home Country Roads 鄉村小路帶我回家 [ 經典鄉村民謠 ] / John Denver [ 中英歌詞 ]",https://www.youtube.com/watch?v=j4nqblpmDmA
"S .O. S. 求救信號 [ 經典懷舊舞曲 ] / ABBA [ 中英歌詞 ]",https://www.youtube.com/watch?v=kF01yCISGI8
"Same Old Lang Syne 美好往昔 [ 經典抒情金曲 ] / Dan Fogelberg [ 中英歌詞 ]",https://www.youtube.com/watch?v=aNelziaUnHQ
"Even the Nights Are Better 愈夜愈美麗 [ 經典世紀情歌 ] / Air Supply [ 中英歌詞 ]",https://www.youtube.com/watch?v=tju-ioCgnO4
"Make It With You 與你共度 [ 經典抒情金曲 ] / Bread [ 中英歌詞 ]",https://www.youtube.com/watch?v=IBjafh74yz0
"Don't Answer Me 別回應我 [ 經典流行金曲 ] / Alan Parsons Project [ 中英歌詞 ]",https://www.youtube.com/watch?v=HNkjB1IdD1o
"Up Where We Belong 屬於我倆的地方 [ 西洋電影主題曲 ] / Joe Cocker & Jennifer Warnes [ 中英歌詞 ]",https://www.youtube.com/watch?v=O5_7Gs7iIkw
"Last Train to London 到倫敦的末班車 [ 經典懷舊舞曲 ] / Electric Light Orchestra [ 中英歌詞 ]",https://www.youtube.com/watch?v=dpgVOH8U5CQ
"Sometimes When We Touch 當我倆接觸時 [ 經典抒情金曲 ] / Dan Hill [ 中英歌詞 ]",https://www.youtube.com/watch?v=-AfWCzSVT-Y
"Little Girl 小女孩 [ 西洋流行金曲 ] / Sandra [ 中英歌詞 ]",https://www.youtube.com/watch?v=n65PzF_l9ic
"Blowing in the Wind 隨風飄盪 [ 經典鄉村歌曲 ] / Peter, Paul & Mary [中英歌詞 ]",https://www.youtube.com/watch?v=lyKpy1YZVBk
"Words Get in the Way 欲言又止 [ 經典抒情金曲 ] / Gloria Estefan [ 中英歌詞 ]",https://www.youtube.com/watch?v=ZTypx89ypFk
"Gimme Gimme Gimme 給我吧! [ 經典懷舊舞曲] / ABBA [ 中英歌詞 ]",https://www.youtube.com/watch?v=EQFuCJ62eN8
"Eye in the Sky 天空之眼 [ 經典流行金曲 ] / The Alan Parsons Project [ 中英歌詞 ]",https://www.youtube.com/watch?v=fw7v65Cfu3I
"Let It Be Me 但願是我 [ 經典抒情金曲 ] / Kenny Rogers [ 中英歌詞 ]",https://www.youtube.com/watch?v=c07iOt4uxxU
"How Can I Tell Her 難以啟口 [ 經典浪漫情歌 ] / Lobo [ 中英歌詞 ]",https://www.youtube.com/watch?v=RXciBXmiqrk
"Seasons Change 季節變幻 [ 經典流行金曲 ] / Expose [ 中英歌詞 ]",https://www.youtube.com/watch?v=ROYKhOSqPVI
"Key Largo 基拉戈島 [ 西洋電影主題曲 ] / Bertie Higgins [ 中英歌詞 ]",https://www.youtube.com/watch?v=CF-nPt0vWfs
"I Miss You 我想你 [ 經典流行金曲 ] / Klymaxx [ 中英歌詞 ]",https://www.youtube.com/watch?v=KW6qkWTka24
"Lemon Tree 檸檬樹 [ 經典流行金曲 ] / Fool's Garden [ 中英歌詞 ]",https://www.youtube.com/watch?v=RWlWMPc3wQA
"Shattered Dreams 破碎的夢 [ 經典懷舊舞曲 ] / Johnny Hates Jazz [ 中英歌詞 ]",https://www.youtube.com/watch?v=TzI6WAhw-aE
"Can't Fight This Feeling 無法克制這份情感 [ 經典流行金曲 ] / REO Speedwagon [ 中英歌詞 ]",https://www.youtube.com/watch?v=HVoH13YjwMM
"Yesterday Once More 昨日重現 [ 木匠兄妹金曲 ] / Carpenters [ 中英歌詞 ]",https://www.youtube.com/watch?v=CT8ZXiX7PnI
"Killing Me Softly With His Song 他的歌聲溫柔得迷死人 [ 經典抒情金曲 ] / Nancy Sinatra [ 中英歌詞 ]",https://www.youtube.com/watch?v=DVsOKjdILMo
"In Your Letter 在你的信中 [ 經典搖滾金曲 ] / Reo Speedwagon [ 中英歌詞 ]",https://www.youtube.com/watch?v=DmM8ftZVBJA
"Goodbye 再見 [ 經典世紀情歌 ] / Air Supply [ 中英歌詞 ]",https://www.youtube.com/watch?v=ztfVjwXcDLM
"Sailing 遠航 [ 經典流行金曲 ] / Rod Stewart [ 中英歌詞 ]",https://www.youtube.com/watch?v=ZXnx0oD_kGI
"Call Me 打電話給我 [ 經典流行金曲 ] / Dennis DeYoung [ 中英歌詞 ]",https://www.youtube.com/watch?v=sNrKaTsZyY4
"Casablanca 卡薩布蘭加 [ 經典世紀情歌 ] / Bertie Higgins [ 中英歌詞 ]",https://www.youtube.com/watch?v=fV2_4_zAkII
"Islands in the Stream 溪流中的島嶼 [ 經典情歌精選 ] / Kenny Rogers & Dolly Parton [ 中英歌詞 ]",https://www.youtube.com/watch?v=x-JirTYAPPA
"One Moment in Time 剎那永恆 [ 勵志金曲 ] / Dana Winner [ 中英歌詞 ]",https://www.youtube.com/watch?v=zz6n54GrSME
"Somewhere Out There 天涯海角 [ 西洋電影主題曲 ] / Linda Ronstadt & James Ingram [ 中英歌詞 ]",https://www.youtube.com/watch?v=H35hbwQ61So
"You're a Woman 妳是女人 [ 經典懷舊舞曲 ] / Bad Boys Blue [ 中英歌詞 ]",https://www.youtube.com/watch?v=hx8YvFGbuoc
"It Must Have Been Love 那一定是愛 [ 西洋電影主題曲 ] / Roxette [中英歌詞 ]",https://www.youtube.com/watch?v=QdTDTfj2bNg
"Lookin' for Love 尋覓愛情 [ 經典鄉村歌曲 ] / Johnny Lee [ 中英歌詞 ]",https://www.youtube.com/watch?v=kpApryJR5B8
"Stay Awhile 停留一會兒 [ 經典抒情金曲 ] / The Bells [ 中英歌詞 ]",https://www.youtube.com/watch?v=_aQ26MHpXrg
"Diamonds & Rust 鑽石和鐵銹 [ 經典鄉村民謠 ] / Joan Baez [ 中英歌詞 ]",https://www.youtube.com/watch?v=m8DF1nrndfE
"It's a Heartache 真是心痛 [ 經典懷舊舞曲 ] / Bonnie Tyler [ 中英歌詞 ]",https://www.youtube.com/watch?v=iSNPXkQj7zo
"Torn Between Two Lovers 左右為難 [ 經典抒情金曲 ] / Mary MacGregor [ 中英歌詞 ]",https://www.youtube.com/watch?v=bEKrq0whoYs
"I'm Not in Love 我沒有墜入愛河 [ 經典流行歌曲 ] / Will To Power [ 中英歌詞 ]",https://www.youtube.com/watch?v=1gpNOl_FYLE
"Arthur's Theme( Best That You Can Do) 亞瑟之歌 [ 西洋電影主題曲 ] / Christopher Cross [ 中英歌詞 ]",https://www.youtube.com/watch?v=bJJgz8OpEss
"All Over the World 遍及全世界 [ 經典懷舊舞曲 ] / E.L.O. [ 中英歌詞 ]",https://www.youtube.com/watch?v=kUuWTM_PF8A
"Always On My Mind 縈繞我心 [ 經典世紀情歌 ] / James Marsden [ 中英歌詞 ]",https://www.youtube.com/watch?v=MTzs5VHonLA
"I Will Always Love You 我會永遠愛著你 [ 西洋電影主題曲] / Whitney Houston [ 中英歌詞 ]",https://www.youtube.com/watch?v=LqQC7ggMEwE
"Dream Lover 夢中情人 [ 經典鄉村情歌 ] / Lobo [ 中英歌詞 ]",https://www.youtube.com/watch?v=ZtdErP9qzNA
"Have I Told You Lately 我最近是否告訴過你 [ 經典抒情金曲 ] / Rod Stewart [ 中英歌詞 ]",https://www.youtube.com/watch?v=5nUyvuJnBqI
"Happy New Year 新年快樂 [ 經典節慶歌曲 ] / ABBA [ 中英歌詞 ]",https://www.youtube.com/watch?v=G0DqZIi4pio
"My Only Wish This Year 我今年唯一的願望 [ 歡樂節慶歌曲 ] / Britney Spears [ 中英歌詞 ]",https://www.youtube.com/watch?v=hBr495Ad77k
"Waiting for a Star to Fall 等待流星降臨 [ 經典流行金曲 ] / Boy Meets Girl [ 中英歌詞 ]",https://www.youtube.com/watch?v=aGLB_EoVBwU
"Truly 真心真意 [ 經典抒情情歌 ] / Lionel Richie [ 中英歌詞 ]",https://www.youtube.com/watch?v=PZLDNL3ugpA
"Love the World Away 為愛遠走高飛 [ 經典情歌精選 ] / Kenny Rogers [ 中英歌詞 ]",https://www.youtube.com/watch?v=OC_j7njdyec
"One More Try 再試一次 [ 經典情歌精選 ] / Timmy T [ 中英歌詞 ]",https://www.youtube.com/watch?v=mtDcjP5SJCQ
"Goodnight Moon 晚安月亮 [ 西洋電影主題曲 ] / Shivaree [ 中英歌詞 ]",https://www.youtube.com/watch?v=wUE2d8Ov3c4
"Reflections of My Life 生命的回顧 [ 經典流行金曲 ] / Marmalade [ 中英歌詞 ]",https://www.youtube.com/watch?v=tC9OpWSFfpg
"Karma Chameleon 感情變色龍 [ 經典懷舊舞曲 ] / Culture Club [ 中英歌詞 ]",https://www.youtube.com/watch?v=0LSuoUGXF9g
"Keep On Loving You 一直愛著你 [ 經典流行情歌 ] / Reo Speedwagon [ 中英歌詞 ]",https://www.youtube.com/watch?v=pUdUhhx_YAo
"Think About Love 想起愛情 [ 經典鄉村情歌 ] / Dolly Parton [ 中英歌詞 ]",https://www.youtube.com/watch?v=O7N7ZHEE_dM
"This Girl Has Turned Into a Woman 這女孩蛻變成女人 [ 經典抒情歌曲 ] / Mary MacGregor [ 中英歌詞 ]",https://www.youtube.com/watch?v=XBHDxlmgrDU
"Hearts 情人的心 [ 經典抒情歌曲 ] / Marty Balin [ 中英歌詞 ]",https://www.youtube.com/watch?v=uBeGDfRofgA
"Sway 款款搖擺 [ 西洋電影主題曲 ] / The Pussycat Dolls [ 中英歌詞 ]",https://www.youtube.com/watch?v=ac2e0Eh0qtM
"You Win Again 你又贏了 [ 經典流行金曲 ] / Bee Gees [ 中英歌詞 ]",https://www.youtube.com/watch?v=lm1I5yKSilc
"Just When I needed You Most 在我最需要你的時候 [ 經典世紀金曲 ] / Randy VanWarmer [中英歌詞 ]",https://www.youtube.com/watch?v=HcAcL8Q7VNg
"I Don't Have the heart 出於無心 [ 經典抒情歌曲 ] / James Ingram [ 中英歌詞 ]",https://www.youtube.com/watch?v=X7NhBHJnSds
"Turn Back the Clock 讓時光倒流 [ 經典西洋流行歌曲 ] / Johnny Hates Jazz [ 中英歌詞 ]",https://www.youtube.com/watch?v=rcPOvOfOMtA
"Days of Summer 夏日時光 [ 經典抒情金曲 ] / Topas [ 中英歌詞 ]",https://www.youtube.com/watch?v=TjBapg5RxLY
"Never Say Goodbye 別說再見 [ 經典西洋流行金曲 ] / Bon Jovi [ 中英歌詞 ]",https://www.youtube.com/watch?v=xSaZKSDErjU
"Somewhere in Time 似曾相識 [ 西洋電影主題曲 ] / Tracy Huang [ 中英歌詞 ]",https://www.youtube.com/watch?v=98Wpw7y10b0
"Rhinestone Cowboy 水鑽牛仔 [ 西洋鄉村歌曲 ] / Glen Campbell [ 中英歌詞 ]",https://www.youtube.com/watch?v=e4087ck47Zs
"Call Me 愛情熱線 [ 經典懷舊西洋舞曲 ] / Blondie [ 中英歌詞 ]",https://www.youtube.com/watch?v=K8DpUJpE6I0
"Hopelessly Devoted to You 無可救藥愛上你 [ 西洋電影主題曲 ] / Olivia Newton John [ 中英歌詞 ]",https://www.youtube.com/watch?v=IWDeSvsQu4I
"Rivers of Babylon 巴比倫河 [ 經典西洋金曲 ] / Boney M [ 中英歌詞 ]",https://www.youtube.com/watch?v=wB28Q3uzuAs
"I Know a Heartache When I See One 眼前所見令我心痛 [ 經典鄉村歌曲 ] / Lisa Brokop [ 中英歌詞 ]",https://www.youtube.com/watch?v=N6chq7KUE6s
"The Twelfth of Never 愛到天長地久 [ 經典西洋情歌 ] / Donny Osmond [ 中英歌詞 ]",https://www.youtube.com/watch?v=0d853LaRr0I
"Alone 孤單一個人 [ 經典流行金曲 ] / Heart [ 中英歌詞 ]",https://www.youtube.com/watch?v=kAERmtlY3U0
"Superstar 超級巨星 [ 木匠兄妹金曲 ] / Carpenters [ 中英歌詞 ]",https://www.youtube.com/watch?v=g1XmOTEj760
"Dream a Little Dream of Me 夢裡有我 [ 西洋廣告歌曲 ] / The Mamas & the Papas [ 中英歌詞 ]",https://www.youtube.com/watch?v=55vnsKawJ-A
"Only Time 唯有時光 [ 經典西洋金曲 ] / Enya [ 中英歌詞 ]",https://www.youtube.com/watch?v=fj9sy65FCwE
"You'll Be My Love 你是我的摯愛 [ 情人節專屬情歌 ] / Bob Gleaves [ 中英歌詞 ]",https://www.youtube.com/watch?v=IXha85hPkuk
"Perfect 完美無瑕 [ 情人節甜蜜情歌 ] / Ed Sheeran ft. Beyonce [ 中英歌詞 ]",https://www.youtube.com/watch?v=PkfpqT6li7s
"Fallin' in Love 戀愛了 [ 情人節動心情歌 ] / Hamilton, Joe Frank & Reynolds [ 中英歌詞 ]",https://www.youtube.com/watch?v=ZZbipZOH1M4
"Why 為什麼 [ 經典抒情金曲 ] / Frankie Avalon [ 中英歌詞 ]",https://www.youtube.com/watch?v=V5kYJ4WJ8ag
"Stand By Me 伴我一生 [ 經典動人情歌 ] / Shayne Ward [ 中英歌詞 ]",https://www.youtube.com/watch?v=eBzWAXUS4aY
"A Whiter Shade of Pale 蒼白的淺影 [ 西洋電影插曲 ] / Procol Harum [ 中英歌詞 ]",https://www.youtube.com/watch?v=10Dq9rLPMc0
"Don't Worry, Be Happy 別煩惱, 快樂點! [ 經典懷舊舞曲 ] / Bobby McFerrin [ 中英歌詞 ]",https://www.youtube.com/watch?v=3wKXMBNyH58
"Two Less Lonely People in the World 世上少了兩個寂寞的人 [ 經典流行歌曲 ] / Air Supply [ 中英歌詞 ]",https://www.youtube.com/watch?v=AN1bWYgtNZ4
"Sunshine in the Rain 雨中的陽光 [ 經典流行歌曲 ] / BWO [ 中英歌詞 ]",https://www.youtube.com/watch?v=NXS4aYlZFhw
"A Little Bit Country A Little Bit Rock 'N Roll 帶點鄉村風，也帶點搖滾風 / Donny & Marie Osmond [ 中英歌詞 ]",https://www.youtube.com/watch?v=XIyssCBHHwk
"Home 回家 [ 經典抒情歌曲 ] / Michael Buble [ 中英歌詞 ]",https://www.youtube.com/watch?v=W2wuYVFQ4aE
"Every Woman in the World 世間女子 [ 經典抒情金曲 ] / Air Supply [ 中英歌詞 ]",https://www.youtube.com/watch?v=Y0fO09HywIQ
"Alone Again (Naturally) 理所當然又再次孤獨 [ 冠軍單曲 ] / Gilbert O'sullivan [ 中英歌詞 ]",https://www.youtube.com/watch?v=9thqdOLrE-M
"Y.M.C.A. 基督教青年會 [ 經典懷舊舞曲 ] / Village People [ 中英歌詞 ]",https://www.youtube.com/watch?v=hPo8wacNrPw
"Purple Rain 紫雨 [ 經典流行金曲 ] / Prince [ 中英歌詞 ]",https://www.youtube.com/watch?v=ifH15jQFdGk
"A Thousand Years 千年之戀 [ 暮光之城主題曲 ] / Christina Perri [ 中英歌詞 ]",https://www.youtube.com/watch?v=miw-xRot0yA
"She Believes in Me 她相信我 [ 經典抒情歌曲 ] / Kenny Rogers [ 中英歌詞 ]",https://www.youtube.com/watch?v=drh_zoKuqhY
"Love is Forever 愛是永恆 [ 經典動心情歌 ] / Billy Ocean [ 中英歌詞 ]",https://www.youtube.com/watch?v=7Z7hnvdpeQY
"Stoney 史東妮 [ 經典鄉村歌曲 ] / Lobo [ 中英歌詞 ]",https://www.youtube.com/watch?v=8lVSB9pSPzc
"It Hurts 情傷 [ 懷舊西洋舞曲 ] / Lena Philipsson [ 中英歌詞 ]",https://www.youtube.com/watch?v=TEwRjgzdHj0
"Stories 故事 [ 經典抒情歌曲 ] / Chyi Yu [ 中英歌詞 ]",https://www.youtube.com/watch?v=erhnw5xbLyA
"I Like Chopin 我愛蕭邦 [ 經典西洋流行金曲 ] / Gazebo [ 中英歌詞 ]",https://www.youtube.com/watch?v=IIXkG7AvKrQ
"Destiny 命運 [ 經典浪漫情歌 ] / Jim Brickman [ 中英歌詞 ]",https://www.youtube.com/watch?v=fB_RuR7boxM
"San Francisco 舊金山之歌 [ 經典抒情金曲 ] / Scott Mckenzie [ 中英歌詞 ]",https://www.youtube.com/watch?v=Ks2MLMMzbZw
"Because I Love You 因為我愛你 [ 經典抒情歌曲 ] / Stevie B [ 中英歌詞 ]",https://www.youtube.com/watch?v=3F6wVJ3Cqmg
"Where Have All the Flowers Gone 花落何方 [ 經典抒情金曲 ] / Pete Seeger [ 中英歌詞 ]",https://www.youtube.com/watch?v=K4gnofSS-YA
"Soldier of Fortune 命運的鬥士 [ 經典西洋金曲 ] / Deep Purple [ 中英歌詞 ]",https://www.youtube.com/watch?v=azPVzqz-J3I
"Seasons in the Sun 陽光季節 [ 經典西洋金曲 ] / Terry Jacks [ 中英歌詞 ]",https://www.youtube.com/watch?v=ROaD3fgzbzQ
"She's Like the Wind 她像風一樣 [ 西洋電影插曲 ] / Patrick Swayze [中英歌詞 ]",https://www.youtube.com/watch?v=uQEVtGdyAgA
"One Sweet Day 甜蜜的日子 [ 男女對唱情歌 ] / Mariah Carey & Boy ll Men [ 中英歌詞 ]",https://www.youtube.com/watch?v=56adM35ImNI
"Shanghai Memories of 1945 [ 上海1945年的回憶 ] / Tracy Huang [ 中英歌詞 ]",https://www.youtube.com/watch?v=Hg-GN9nTLFo
"Happy Together 歡樂在一起 [ 廣告曲 ] / The Turtles [ 中英歌詞 ]",https://www.youtube.com/watch?v=vzavruNzd4A
"Maria 我的女神 [ 經典懷舊舞曲 ] / Blondie [ 中英歌詞 ]",https://www.youtube.com/watch?v=N2Viv9US1o8
"Raindrops Keep Fallin' on My Head 雨點不斷打在我頭上 / B.J.Thomas [ 中英歌詞 ]",https://www.youtube.com/watch?v=yR6BLGKq_VM
"Your Love Amazes Me 你的愛讓我驚豔 [ 西洋鄉村歌曲 ] / John Berry [ 中英歌詞 ]",https://www.youtube.com/watch?v=zK_GC_u1OF0
"Almost Over You 幾乎忘了你 [ 經典抒情金曲 ] / Sheena Easton [ 中英歌詞 ]",https://www.youtube.com/watch?v=Bmax-YgDhM0
"Desert Moon 沙漠之月 [ 抒情搖滾金曲 ] / Dennis De Young [ 中英歌詞 ]",https://www.youtube.com/watch?v=8NKSTWiPCwU
"You Took My Heart Away 你帶走了我的心 [ 經典情歌 ] / MLTR [ 中英歌詞 ]",https://www.youtube.com/watch?v=cmTht4XWR9g
"Lady 心儀的女人 [ 經典抒情歌曲 ] / Kenny Rogers [ 中英歌詞 ]",https://www.youtube.com/watch?v=Vp2KVOM0Qh0
"Pretty Boy 美美少男 [ 浪漫情歌精選 ] / M2M [ 中英歌詞 ]",https://www.youtube.com/watch?v=sW2UysGkIag
"You Got It All 你擁有一切 [ 經典流行歌曲 ] / The Jets [ 中英歌詞 ]",https://www.youtube.com/watch?v=DBolTVNQ8Qw
"Love of My Life 我一生的摯愛 [ 經典流行金曲 ] / Queen [ 中英歌詞 ]",https://www.youtube.com/watch?v=dzakE-QXIvA
"Be My Baby 做我的寶貝 [ 經典懷舊舞曲 ] / Human Nature [ 中英歌詞 ]",https://www.youtube.com/watch?v=7I05KGlmjWs
"Show Me the Meaning of Being Lonely 告訴我孤獨的意義 / Backstreet Boys [ 中英歌詞 ]",https://www.youtube.com/watch?v=R91Vwukd340
"If You Love Me Really Love Me 如果你愛我，真的愛我 / Brenda Lee [ 中英歌詞 ]",https://www.youtube.com/watch?v=UK3pmpcK4As
"The Day You Went Away 你離去那一天 / M2M [ 中英歌詞 ]",https://www.youtube.com/watch?v=RMc2fdPgcNU
"Babe 寶貝 [ 經典搖滾歌曲 ] / Styx [ 中英歌詞 ]",https://www.youtube.com/watch?v=iXU-fguu_e8
"Every Time You Cry 每當你哭泣 / John Farnham [ 中英歌詞 ]",https://www.youtube.com/watch?v=C7G7Rx_Kaeg
"You're the Inspiration 你就是鼓舞我的人 / Chicago [ 中英歌詞 ]",https://www.youtube.com/watch?v=-cLSNq4afYM
"Shower Me With Your Love 把你的愛全給我 / Surface [ 中英歌詞 ]",https://www.youtube.com/watch?v=hdlCyzCu7Bw
"Can't Smile Without You 沒有你無法微笑 / Barry Manilow [ 中英歌詞 ]",https://www.youtube.com/watch?v=dj8v86050Nk
"The temple of the King 帝王神殿 / Rainbow [ 中英歌詞 ]",https://www.youtube.com/watch?v=2acd7NmrmlM
"Turnin' Me On 點燃我的激情 [ 鄉村情歌 ] / Blake Shelton [ 中英歌詞 ]",https://www.youtube.com/watch?v=zV4IpXDoU5A
"Morning Has Broken 破曉 / Cat Stevens [ 中英歌詞 ]",https://www.youtube.com/watch?v=jphu1VgGBWo
"Can't Give You Anything But My Love 能給你的，只有我的愛 / The Stylistics [ 中英歌詞 ]",https://www.youtube.com/watch?v=PrN8m53BJj4
"One Love 一份愛 / Blue [ 中英歌詞 ]",https://www.youtube.com/watch?v=mOWN76Yk8U8
"How Do You Do 你好嗎 / James Last [ 中英歌詞 ]",https://www.youtube.com/watch?v=nLyTx8CqBuI
"My Oh My 喔! 天哪! / Slade [ 中英歌詞 ]",https://www.youtube.com/watch?v=sdJue3fxW6U
"Somebody's Baby 某人的寶貝 / Jackson Browne [ 中英歌詞 ]",https://www.youtube.com/watch?v=VJyjE3qbyAg
"Mandy 曼蒂 / Westlife [ 中英歌詞 ]",https://www.youtube.com/watch?v=lvHOfFBlRPc
"The Search Is Over 不必再尋覓 / Survivor [ 中英歌詞 ]",https://www.youtube.com/watch?v=CyTylvPbM5M
"You Needed Me 我需要你 / Anne Murray [ 中英歌詞 ]",https://www.youtube.com/watch?v=xD2UlCKn4nY
"Love Will Lead You Back 愛會令你重回我懷中 / Taylor Dayne [ 中英歌詞 ]",https://www.youtube.com/watch?v=7uZGXPzzTN4
"Fields of Gold 金色田野 / Sting [ 中英歌詞 ]",https://www.youtube.com/watch?v=tX08oomtl-o
"As Long As You Follow 只要有你相伴 / Cathy Lee Chan [ 中英歌詞 ]",https://www.youtube.com/watch?v=1-u4YDnSQp8
"Lotta Love 滿滿的愛 / Nicolette Larson [ 中英歌詞 ]",https://www.youtube.com/watch?v=Xaa_u_1BIqg
"Heal the World 拯救世界 / Michael Jackson [ 中英歌詞 ]",https://www.youtube.com/watch?v=rj4MWdQ5WaA
"Without You 失去你 / Harry Nilsson [ 中英歌詞 ]",https://www.youtube.com/watch?v=CcRpf_R8yYQ
"Rain and Tears 雨和淚 / Demis Roussos [ 中英歌詞 ]",https://www.youtube.com/watch?v=1F5VMb5eorM
"That's Why You Go Away 那就是你離去的原因 / MLTR [ 中英歌詞 ]",https://www.youtube.com/watch?v=Wfe5a8ZgYHw
"Quando Quando Quando 什麼時候 / Engelbert Humperdinck [ 中英歌詞 ]",https://www.youtube.com/watch?v=G6NqzeU6Qvw
"Never Ending Story 說不完的故事 / Limahl [ 中英歌詞 ]",https://www.youtube.com/watch?v=XSqMqb3FxHk
"I.O.U. 我虧欠你 / Carry 'N' Ron [ 中英歌詞 ]",https://www.youtube.com/watch?v=Gd5qZPB3Wyk
"Crying in the Rain 雨中哭泣 / A-ha [ 中英歌詞 ]",https://www.youtube.com/watch?v=Q4GD2lTw0Ac
"Wonderful Tonight 今晚多麼美好 / Eric Clapton [ 中英歌詞 ]",https://www.youtube.com/watch?v=jQdPnRHbah4
"If I Can't Have You 如果我不能擁有你 / Yvonne Elliman [ 中英歌詞 ]",https://www.youtube.com/watch?v=lWUrkRdZUqA
"Dust in the Wind 風中塵埃 / Kansas [ 中英歌詞 ]",https://www.youtube.com/watch?v=z-zzrM63N6g
